,engNum,engVerse,ipqNum,ipqVerse
81,est.1.15,"The king said to them, “Queen Vashti refused to come to me when I sent my servants for her. What does the law say I should do about that?”",est.1.15,"Uqallautiŋagaich tavra taapkua inna, “Uvaŋa, Umialik Xerxes, tiliŋagitka kivgatka tuvaaqatimnun Vashti-mun piraksriutimnik, aasiuvva kamaksrisuŋitchuq! Qanuq aasiimma pitquraq itpa qanuġniaqtilaaptignik ilaagun?”"
82,est.1.16,"Then Memucan told the king and the officials: Your Majesty, Queen Vashti has not only embarrassed you, but she has insulted your officials and everyone else in all the provinces.",est.1.16,Tavra Memucan uqallaŋaruq kaŋiqsiñaqsipiaġataqługu umialigmun suli atanauraŋiññun inna: “Tuvaaqataata umialgum Vashti-m pisaaŋapiaġataŋagaa umialik atanauraŋiḷḷu---tavraami iluqaaqługiḷḷu aŋutipayaallu umialgutaani taputigaich! 
83,est.1.17,"The women in the kingdom will hear about this, and they will refuse to respect their husbands. They will say, “If Queen Vashti doesn't obey her husband, why should we?” ",est.1.17,"Aġnapayaam tavra umialgutimni tuvaaqatini anmukturraqsiñiaġaa tusaagumik qanuq umialgum tuvaaqataa pitilaaŋa. Inna uqaġmiḷutik, ‘Umialgum Xerxes-gum piraksriŋagaluaġaa tuvaaqatini Vashti ullaquvluni, aasii kamaksriŋaitchuq.’ "
84,est.1.18,"Before this day is over, the wives of the officials of Persia and Media will find out what Queen Vashti has done, and they will refuse to obey their husbands. They won't respect their husbands, and their husbands will be angry with them.",est.1.18,"Tavra tuvaaqatauruat umialgum atanauraŋisa Persia-mlu Media-mlu tusaagumiŋ irrusianik umialgum tuvaaqataata, uqausiġiniaġaat tuvaaqatimignun taamna piruaq uvluq nuŋuŋaunnagu. Tuvaaqatauruat sumipayaaq qiksiksrautaiġñiaqtut uimigñun, suli uiguruat qinnautiniaġaich nuliatik. "
85,est.1.19,"Your Majesty, if you agree, you should write for the Medes and Persians a law that can never be changed. This law would keep Queen Vashti from ever seeing you again. Then you could let someone who respects you be queen in her place.",est.1.19,"Iviġaumagigupku umialguruatiin, manisiiñ kiliktuunmik Vashti suuramik-unnii sivuġaanutqikkumiñaiġḷugu umialgum. Aglaktillugulu pitquraġuġlugu Persia-mi Media-miḷu, allaŋŋuġumiñaipiaġataġlugu. Taimmaasii umialgum tuvaaqataa inaŋiqsillugu nakuulhaaqtuamik aġnamik. "
86,est.1.20,"When the women in your great kingdom hear about this new law, they will respect their husbands, no matter if they are rich or poor.",est.1.20,"Tavraasii kiliktuun nalupqinaiġanikpan iluqaanun umialgutiqpagnun, aġnapayaurat qiksikkun uimignun aturraqsiñiaġaat, umialgugaluaqpan naakka iḷiappaugaluaqpan.”"
87,est.1.21,"King Xerxes and his officials liked what Memucan had said, ",est.1.21,"Umialgum suli atanauraŋisa iviġaumagiŋagaat taamna sivunniutaat, aasii umialgum taŋŋiqsinŋagaa piraksriutaa Memucan-gum. "
88,est.1.22,"and he sent letters to all of his provinces. Each letter was written in the language of the province to which it was sent, and it said that husbands should be in charge of their wives and children.",est.1.22,"Nunaaqqiḷḷaanun atanniqsimaruanun tuyuŋaruq uqautchiŋisiktun suli aglausiatitun nunaaqqiḷḷaam, ugallautivlugi; piraksriqł̣ugi uigupayauraqtuaq qaukłiunivḷugu aimaaġvimiñi suli uqaġumiñaġuni ataniġnaqutiqaġuni."
89,est.2.1,"After a while, King Xerxes got over being angry. But he kept thinking about what Vashti had done and the law that he had written because of her. ",est.2.1,"Aquvatigun, umialgum qinnautaa qasupayaaġaluaġmanunnii, isumaaluutigirraqsiŋagaa Vashti-m piḷġusia suli kiliktuutini paaqłakługu Vashti. "
90,est.2.2,"Then the king's personal servants said: Your Majesty, a search must be made to find you some beautiful young women. ",est.2.2,"Tavraasii iḷaŋich umialgum siḷġiqsuqtiŋisa qanittuat ilaanun apiqsriŋarut inna, “Summan imña ivaqłiqtitchisuŋitpich aŋusiuŋaitchuanik aġnaġiksuanik niviaqsianik? "
91,est.2.3,You can select officers in every province to bring them to the place where you keep your wives in the capital city of Susa. Put your servant Hegai in charge of them since that is his job. He can see to it that they are given the proper beauty treatments. ,est.2.3,"Tilisiyumiñaqtutin atanauranik nunaqpauruapayaani atanniqsuqtaġni aasii qaġġisipkaġlugich taapkua aġnaġiksuat niviaqsiat aġnautikpich inaannun uvani Susa-mi, iniqpauruami. Hegai-mun qaunagitquvlugich, igruiyaqtaq qaunaksrauruaq aġnautignun, aasii timiŋich qiññaġiksaaqtillugich. "
92,est.2.4,"Then let the young woman who pleases you most take Vashti's place as queen. King Xerxes liked these suggestions, and he followed them.",est.2.4,"Taimmaasii niviaqsiaq iviġaumaginiġupku tuvaaqasiutilugu inaŋiutauluni Vashti-mun.” Umialgum tavra iviġaumagiŋagaa siḷġiqsuutaat, aasii maliġuaqługu."
93,est.2.5,"At this time a Jew named Mordecai was living in Susa. His father was Jair, and his grandfather Shimei was the son of Kish from the tribe of Benjamin. ",est.2.5,Tavrani Susa-mi iñuuŋaruq Jew-guruaq Mordecai iġñiŋa Jair-m; kaŋiqaqhuni kiŋuniiŋiñiñ Benjamin-gum suli kiŋunġuvluni Kish-mun Shimei-mullu. 
94,est.2.6," Kish  was one of the people that Nebuchadnezzar had taken from Jerusalem, when he took King Jeconiah of Judah to Babylonia.",est.2.6,"Tavra Umialgum Nebuchadnezzar-m Babylon-mium tiguŋagaa Umialik Jehoiachin Judah--ġmiuq tigutaaqługuasii Jerusalem-miñ, iḷagivḷugi allat tigutaaqtat, iḷauŋammiñiqsuq Mordecai. "
95,est.2.7,"Mordecai had a very beautiful cousin named Esther, whose Hebrew name was Hadassah. He had raised her as his own daughter, after her father and mother died. ",est.2.7,"Aññaqaŋaniqsuq Esther-mik, Hebrew-tun atiqaqhuni Hadassah-mik; aġnaġikpaŋaruq niviaqsiaq, qiññaġigmivḷuni. Tuqummagnik aŋayuqaaŋik, Mordecai-m tiguaŋaniġaa aasii iñuguqługu panigmisun."
96,est.2.8,"When the king ordered the search for beautiful women, many were taken to the king's palace in Susa, and Esther was one of them. Hegai was put in charge of all the women, ",est.2.8,"Tavra umialgum manimmauŋ kiliktuun iñiqtatchaurani suli niviaqsiaġayaat qaġġirraummata Susa-mun, Esther iḷagiŋagaat. Ilaaptauq inillaŋammigaat umialgum iniqpaŋanun qaunaksriliqł̣ugich Hegai-mik, qaukłiuvluni iglumi inaanni. "
97,est.2.9,"and from the first day, Esther was his favorite. He began her beauty treatments at once. He also gave her plenty of food and seven special maids from the king's palace, and they had the best rooms.",est.2.9,"Hegai-m nakuaġiŋagaa Esther, suli iviġaumanaqłuni ilaanun. Tavrauvvaa qiniyunaqsarrasiŋagaa timiŋa qiġġaiyaqtiłługu nanukługu suli niqiqaqtiłługu iłuaqtuanik timaanun. Inillagmivḷugu nakuuniqsramik inimik aġnat inaanni suli qaunaksriḷiġmivḷugu tallimat malġugnik niviaqsianik naliġaaguŋaruanik umialgum irvianiñ."
98,est.2.10,"Mordecai had warned Esther not to tell anyone that she was a Jew, and she obeyed him. ",est.2.10,"Tavra siḷġiqsuutaagun Mordecai-m, Esther-m iriqtaġiŋagaa Jew-guruagutilaani. "
99,est.2.11,He was anxious to see how Esther was getting along and to learn what had happened to her. So each day he would walk back and forth in front of the court where the women lived.,est.2.11,"Uvlutuaġman Mordecai pisuaġaqtuq utiqtaqhuni aniiġaaġvium siḷataani umialgum iniŋani, iḷisimasukługu qanuqitilaaŋalu suniaġmagaallu Esther."
100,est.2.12,"The young women were given beauty treatments for one whole year. The first six months their skin was rubbed with olive oil and myrrh, and the last six months it was treated with perfumes and cosmetics. Then each of them spent the night alone with King Xerxes. ",est.2.12,"Qiññaġiksaġniŋat timiŋiññun aġnat ukiuq naalġataqlugu piraqtuq nanukługi timitik myrrh-m uqsruŋanik itchaksrani tatqiñi suli uqsruŋanik balsam itchaksravsaani tatqiñi. Taaptuma aquagun, aġnallaam ullallaaraġniġaa Umialik Xerxes. "
101,est.2.13,"When a young woman went to the king, she could wear whatever clothes or jewelry she chose from the women's living quarters. ",est.2.13,"Tavra aġnaq anikami aġnat inaanniñ aasii umialgum igluqpaŋanukhuni, annuġaaqtuġaqtuq isumamisun. "
102,est.2.14,"In the evening she would go to the king, and the following morning she would go to the place where his wives stayed after being with him. There a man named Shaashgaz was in charge of the king's wives.  Only the ones the king wanted and asked for by name could go back to the king.",est.2.14,"Aġnaq aullaqiraqtuq unnuksraaġman, aasii uvlaakumman aullatiraġigaat allamun aġnat inaannun qaunaksriḷiqł̣ugu Shaashgaz-mik, eunuch qaunaksriruaq umialgum nuliaŋisa tugliŋiññik. Aġnaq ullautivsaayuiñmiuq umialigum kisian piqpagikkamiuŋ apiqsruusiġivlugu atqagun."
103,est.2.17,"Xerxes liked Esther more than he did any of the other young women. None of them pleased him as much as she did, and he immediately fell in love with her and crowned her queen in place of Vashti. ",est.2.17,"Umialgum nakuaġiłhaaŋagaa allaniñ aġnaniñ, suli allasalagniñ akuqtuaġiŋagaa nakuaġivlugulu. Umialgum kamanaqtuamik niaquġusiŋagaa suli tuvaaqatiliutivlugu inaŋiqł̣ugu Vashti. "
104,est.2.18,In honor of Esther he gave a big dinner for his leaders and officials. Then he declared a holiday  everywhere in his kingdom and gave expensive gifts.,est.2.18,Tavraasii umialgum niqinaqutiqpaŋagaa Esther qutchiksiḷiqługu suli aiyuġaaġmivḷugi iluqaisa ataniġnaqutiqaqtuallu qaukłiiḷḷu. Tutinmivḷugu uvluq savaŋaiqsiłługich iñuich iluqaani umialgunmiñun suli aitchuqtuimivḷuni akisurualugnik aitchuimmatun umialigmun.
105,est.2.19,"When the young women were brought together again, Esther's cousin Mordecai had become a palace official. ",est.2.19,Tavra Mordecai inillaŋagaa umialgum qaukłiŋŋuqługu. 
106,est.2.20,"He had told Esther never to tell anyone that she was a Jew, and she obeyed him, just as she had always done.",est.2.20,"Tavraliasii Esther-m, iḷisimapkaŋaitkaich iñuich Jew-gutilaamiñik. Mordecai-m uqallautiŋavlugu kiliktuitquŋił̣ł̣ugu, aasii kamagiŋagaa taaptumuuna, tainnatuttauq kamaksriutimisun qaunagisuummani aġnaiyaaguŋŋaġmi."
107,est.2.21,"Bigthana and Teresh were the two men who guarded King Xerxes' rooms, but they got angry with the king and decided to kill him. ",est.2.21,"Taimani Mordecai qaukłiġñi iḷaupkaqługu umialgum iniqpaŋani, Bigthana-lu Teresh-lu, malġuk umialgum igruiyaqtak qaunaksrik inauraŋiññun umialgum, pimaqłuktarraqsiŋaniġaak Umialik Xerxes aasii sivunniurraqsivḷutik tuqutchukługu. "
108,est.2.22,Mordecai found out about their plans and asked Queen Esther to tell the king what he had found out. ,est.2.22,"Mordecai tavra iḷitchuġiniqsuq aasii uqallautivlugu umialgum tuvaaqataa Esther, taimmaasii kilikługu umialik tusaaraŋanik Mordecai-m. "
109,est.2.23,"King Xerxes learned that Mordecai's report was true, and he had the two men hanged. Then the king had all of this written down in his record book as he watched.",est.2.23,"Tavra qimilġuurraqsiŋarut, aasii iḷitchuġivlutik iḷumun itilaaŋanik taaptuma quliaqtuam, iluqaaktun taapkuak niviŋŋaqługik qimitchivigmun qutchiksuamun napaqutamun. Umialgum piraksriŋagai taaptumuuna piruakun aglautitquvlugu maqpiġaaŋiññun umialguniġmiñi."
110,est.3.1,"Later, King Xerxes promoted Haman the son of Hammedatha to the highest position in his kingdom. Haman was a descendant of Agag,",est.3.1,"Aquvatigun Umialik Xerxes-gum inillagniġaa qutchiksuamun savaamun iñuk atiqaqtuaq Haman-mik aullarriġuqługu nunamignun. Haman iġñiġuvluni Hammedatha-mun, kiŋunġuvluni Agag-mun. "
111,est.3.2,and the king had given orders for his officials at the royal gate to honor Haman by kneeling down to him. All of them obeyed except Mordecai. ,est.3.2,"Umialgum piraksriŋagai ataniġnaqutiqapayauraqtuat savaktauruat ilaanun qiksiksrautiqaquvlugi Haman-mun quvsugvigitqulugu suli purvigilugu. Iluqaġmiŋ kamaksriŋarut, kisiŋŋuqługu Mordecai, kamaksrisuŋił̣ł̣uni. "
112,est.3.3,"When the other officials asked Mordecai why he disobeyed the king's command, ",est.3.3,Allat ataniġnaqutiqaqtuat umialgum savaktiŋisa apiqsruŋagaat summan kamaksrisuŋiñmagaan umialgum piraksriutaanik; 
113,est.3.4,"he said, “Because I am a Jew.” They spoke to him for several days about kneeling down, but he still refused to obey. Finally, they reported this to Haman, to find out if he would let Mordecai get away with it.",est.3.4,"uvlutuaġaġimman kiiqsruġaluaġaġigaat, aglaan naalaġniŋaitkai. “Uvaŋauvaŋa Jew-guruŋa,” ilaan uqallautiraġigai, “purvigiyumiñaitkiga Haman.” Tavra uqallautiŋagaat Haman taaptumuuna, isumalaaġutigivlugu manimmisiqaġniaġmagaan Mordecai-m piḷġusianik. "
114,est.3.5,Haman was furious to learn that Mordecai refused to kneel down and honor him. ,est.3.5,"Haman tavra qinnalipiaġataŋaruq puttuqsrikami Mordecai-m sitquġviginiaŋisimammani naakka purvigiluni, "
115,est.3.6,"And when he found out that Mordecai was a Jew, he knew that killing only Mordecai was not enough. Every Jew in the whole kingdom had to be killed.",est.3.6,"tavraasii iḷitchuġikami Mordecai Jew-gutilaaŋanik, sivunniŋaruq tatavsaqsiññaġuŋił̣ł̣ugu Mordecai kisian. Tavra sivunniiŋaruq tuqutchukługi Jew-gupayauraqtuat iluqaani Persia-m Umialgutaani."
116,est.3.7,"It was now the twelfth year of the rule of King Xerxes. During Nisan,  the first month of the year, Haman said, “Find out the best time for me to do this.”  The time chosen was Adar,  the twelfth month.",est.3.7,"Qulit malġugni ukiiganigman Umialguvluni Xerxes, sivulliġmi tatqimi, Nisan tatqiŋani, Haman piraksriiŋaruq saaptaquvlugi (“purim-nik,” taiguutiqaqtuat) qakugu uvlumi suli tatqimi taŋŋiġukługu taamna sivunniuġutini. Qulit piŋasuanni uvlut qulit malġuŋanni tatqich, tatqiŋani Adar-m, sivunniutigiŋagaat."
117,est.3.8," Then Haman went to the king and said: Your Majesty, there are some people who live all over your kingdom and won't have a thing to do with anyone else. They have customs that are different from everyone else's, and they refuse to obey your laws. We would be better off to get rid of them! ",est.3.8,"Tavra uqallautiŋagaa Haman-gum umialik inna, “Imma iñuuniaqatigiiksuat iñuich siammaġaaŋarut atanniqsimmavigñi paqinnaqhutiglu sumiḷiqaa. Maliġuaġuummigaisuli piḷġusitik allaupiallaktuat allaniñ iñugniñ. Taimmasuli, kamakkutaitchut pitquranik atanniqsimmaviġñi, iviġaumanaisigiruat ilignun iḷatchiġñagich. "
118,est.3.9,Why not give orders for all of them to be killed? I can promise that you will get tons of silver for your treasury.,est.3.9,"Iviġaumagigupku Umialiik, piraksriigguiñ pitquramik tuqutautqulugi. Tainna piguvich, nalupqinaitchuami iksriyumiñaqtuŋa 375 tons-tun manigñik qatiqtuanik iksraqaġvigñun aŋalanniŋagun ataniġnaqutikpich.”"
119,est.3.10,"The king handed his official ring to Haman, who hated the Jews, and the king told him, ",est.3.10,"Umialġum tavra piiŋagaa qitiqłiaġutini, titiġutigisuurani kiliktuutinun suli nalupqinaipiallakługu, aasii qaił̣ł̣ugu akiḷḷiŋiññun Jew-guruat, Haman-mun iġñiġuruaq Hammedatha-mun, kiŋunġuvluni Agag-mun. "
120,est.3.11,“Do what you want with those people! You can keep their money.”,est.3.11,"Umialgum ukallautiŋagaa, “Iñuiḷḷu maniŋiḷḷu ilivich piutitin; qanupayaaq isumaktun aŋalatki.”"
121,est.3.12,"On the thirteenth day of Nisan, Haman called in the king's secretaries and ordered them to write letters in every language used in the kingdom. The letters were written in the name of the king and sealed by using the king's own ring.  At once they were sent to the king's highest officials, the governors of each province, and the leaders of the different nations in the kingdom of Xerxes.",est.3.12,"Tavraasii uvlut qulit piŋasuanni sivulliġmi tatqimi Haman-gum ququaŋagai umialgum aglaktiŋi suli aglakhutik kiliktuunmik mumiquvlugu uqautchipayaatigun suli aglagniŋisigun atuqtaŋisigun umialgum atanniqsimavianni suli tuyuutigitquvlugu iluqaiññun atanaurauruanun, kavanauruanun, suli ataniġnaqutiqaqtuanun. Kiliktuun siamitauŋaruq atqagun Umialgum Xerxes suli titiŋavluni qitikłiaġutaanik. "
122,est.3.13,"The letters were taken by messengers to every part of the kingdom, and this is what was said in the letters: On the thirteenth day of Adar, the twelfth month, all Jewish men, women, and children are to be killed. And their property is to be taken.",est.3.13,"Aqpatit taamna umialgum kiliktuutaa aanŋagaat inipayauramun umialgum atanniqsimmaviani. Aglaaguŋaruq piraksriqł̣ugich uvlumi atausimi, qulit piŋayuanni uvluŋata Adar-m, iluqaisa Jew-guruat — nutaġaugaluaqpata naakka utuqqaliŋagaluaqpata, aġnaugaluaqpata naakka iḷiḷgaagugaluaqpata — tuqutauruksraunivḷugich. Tuquġaaksraunivḷugich naglikkutaiḷaakun suli suġauttaŋich piññaktaaġilugich. "
123,est.4.1,"When Mordecai heard about the letter, he tore his clothes in sorrow and put on sackcloth. Then he covered his head with ashes and went through the city, crying and weeping. ",est.4.1,"Tavra Mordecai iḷitchuġikami tamattumuuna piruakun, ilaan alikturraqsiŋagai annuġaani qinnautikun. Tavraasii annuġaaŋaruq miitchugnik, nanukługulu niaquni aġramik, aasii pisuaġaqsivḷuni iġialavluni nipatutilauramisun uumiḷuġrukpaghuni, "
124,est.4.2,"But he could go only as far as the palace gate, because no one wearing sackcloth was allowed inside the palace. ",est.4.2,tikiḷġataqhuni sivuġaanun umialgum upkuaqpaŋata. Isiŋiñmiuq qanukkii iñuk miitchugnik annuġaaqaqtuaq isiġumiñaił̣ł̣uni. 
125,est.4.3," In every province where the king's orders were read, the Jews cried and mourned, and they went without eating.  Many of them even put on sackcloth and sat in ashes.",est.4.3,"Nunaqpauruani, sumipayaaq umialgum kiliktuutaa nalupqinaiġman, nipatuvlutik qiññutiqaqpaŋarut Jew-guruat. Niġiŋaiḷaŋarut, qiaŋarut, iġialaŋarut, suli iñugiałhaaqtuat miitchugnik annuġaaŋarut suli nallaġutivlutik aġranun."
